98520261	PACOTE DE RIZOTOMIA - SEM HM	04602792000125
98520270	PACOTE DE DISCECTOMIA PERCUTÂNEA	04602792000125
98520253	PACOTE DE DESCOMPRESSÃO LOMBAR - INDEPENDENTE DO NÍVEL - SEM HM	04602792000125
98520288	PACOTE ARTROPLASTIA DE QUADRIL	04602792000125
98520032	PACOTE DE ARTROPLASTIA DE JOELHO	04602792000125
98520113	PACOTE DE LESÃO AGUDA LIGAMENTO DE JOELHO - SEM HM	04602792000125
98520148	PACOTE DE MENISCECTOMIA - UM MENISCO - SEM HM	04602792000125
98520121	PACOTE DE LESÃO DE TENDÃO DO OMBRO - SEM HM	04602792000125
98520075	PACOTE DE ARTROSCOPIA OMBRO (LESÃO POR INSTABILIDADE DO OMBRO) - SEM HM	04602792000125
98520016	PACOTE - PUNÇÃO ARTICULAR OU EXTRA-ARTICULAR DIAGNÓSTICA OU TERAPÊUTICA (INFILTRAÇÃO)	04602792000125
98670212	PACOTE - Hérnia de Disco - Independente da quantidade de níveis - sem hm	04602792000125
98900129	PACOTE DE CIRURGIA DE ATM ARTROSCOPIA SEM HM	05469172/000122
98900137	PACOTE DE CIRURGIA DE ATM ARTROPLASTIA (ABERTA) SEM HM	05469172/000122
98900102	PACOTE DE CIRURGIA ORTOGNÁTICA DE MANDÍBULA SEM HM	05469172/000122
98900110	PACOTE DECIRURGIA ORTOGNÁTICA DE MAXILA SEM HM	05469172/000122
98520261	PACOTE DE RIZOTOMIA - SEM HM	05469172000122
98520180	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 1º NIVEL	05469172000122
98520199	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 2 NÍVEIS	05469172000122
98520202	PACOTE DE CIRURGIA DE COLUNA CERVICAL C/ARTRODESE - 3 NÍVEIS OU MAI	05469172000122
98520210	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 1 NÍVEL	05469172000122
98520229	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 2 NÍVEIS	05469172000122
98520237	PACOTE DE CIRURGIA DE COLUNA DORSAL OU LOMBAR COM ARTRODESE 3º N. – S/HM	05469172000122
98520318	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - 1º NÍVEL	05469172000122
98520326	PACOTE DE CIRURGIA ENDOSCÓPICA DA COLUNA - 2º NÍVEL	05469172000122
